speaker_id;title;firstname;affix;lastname;role;group
11004283;NA;Oliver;NA;Grundmann;NA;CDU/CSU
11004681;NA;Silvia;NA;Breher;NA;CDU/CSU
11004880;NA;Jörg;NA;Schneider;NA;AfD
11002812;NA;Max;NA;Straubinger;NA;CDU/CSU
11004071;NA;Volkmar;NA;Klein;NA;CDU/CSU
11004768;Dr.;Marc;NA;Jongen;NA;AfD
11004717;NA;Brigitte;NA;Freihold;NA;DIE LINKE
11004414;Dr.;Wolfgang;NA;Stefinger;NA;CDU/CSU
11002003;NA;Christian;NA;Schmidt;Bundesminister BMVI;NA
11004898;NA;Detlev;NA;Spangenberg;NA;AfD
11004159;NA;Judith;NA;Skudelny;NA;FDP
11004134;NA;Ingrid;NA;Remmers;NA;DIE LINKE
11004011;NA;Steffen;NA;Bilger;NA;CDU/CSU
11004262;NA;Michael;NA;Donth;NA;CDU/CSU
11004366;NA;Florian;NA;Oßner;NA;CDU/CSU
11004445;NA;Oliver;NA;Wittke;NA;CDU/CSU
11004730;NA;Wilhelm;NA;von Gottberg;NA;AfD
11004661;NA;Nicole;NA;Bauer;NA;FDP
11003706;NA;Artur;NA;Auernhammer;NA;CDU/CSU
11004650;Dr.;Michael;NA;von Abercron;NA;CDU/CSU
11003636;NA;Thomas;NA;Silberhorn;Parl. Staatssekretär  BMZ;NA
11004784;NA;Daniela;NA;Kluckert;NA;FDP
11004749;NA;Martin;NA;Hess;NA;AfD
11004667;NA;Olaf in der;NA;Beek;NA;FDP
11002630;Dr.;Maria;NA;Böhmer;Staatsministerin AA;NA
11004665;NA;Canan;NA;Bayram;NA;BÜNDNIS 90/DIE GRÜNEN
11004683;NA;Leni;NA;Breymaier;NA;SPD
11004656;NA;Philipp;NA;Amthor;NA;CDU/CSU
11001478;Dr.;Angela;NA;Merkel;Bundeskanzlerin;NA
11004738;Dr.;Roland;NA;Hartwig;NA;AfD
11004701;NA;Esther;NA;Dilcher;NA;SPD
11004742;NA;Katrin;NA;Helling-Plahr;NA;FDP
11004744;NA;Marc;NA;Henrichmann;NA;CDU/CSU
11004046;NA;Astrid;NA;Grotelüschen;NA;CDU/CSU
11004775;NA;Thomas L.;NA;Kemmerich;NA;FDP
11004664;Dr.;Danyal;NA;Bayaz;NA;BÜNDNIS 90/DIE GRÜNEN
11004899;Dr.;Dirk;NA;Spaniel;NA;AfD
11003789;NA;Jens;NA;Koeppen;NA;CDU/CSU
11004119;NA;Ingrid;NA;Nestle;NA;BÜNDNIS 90/DIE GRÜNEN
11004715;NA;Susanne;NA;Ferschl;NA;DIE LINKE
11004836;NA;Sebastian;NA;Münzenmaier;NA;AfD
11004666;NA;Jens;NA;Beeck;NA;FDP
11004673;NA;Marc;NA;Biadacz;NA;CDU/CSU
999190001;NA;Carsten;NA;Träger;NA;SPD
11004102;NA;Oliver;NA;Luksic;NA;FDP
11004933;NA;Wolfgang;NA;Wiehle;NA;AfD
11004089;NA;Sabine;NA;Leidig;NA;DIE LINKE
11004726;NA;Stefan;NA;Gelbhaar;NA;BÜNDNIS 90/DIE GRÜNEN
11004810;NA;Frank;NA;Magnitz;NA;AfD
11004356;NA;Karsten;NA;Möring;NA;CDU/CSU
11003613;NA;Daniela;NA;Ludwig;NA;CDU/CSU
11004917;NA;Alexander;NA;Throm;NA;CDU/CSU
11004381;NA;Martin;NA;Rabanus;NA;SPD
11004793;NA;Alexander;NA;Krauß;NA;CDU/CSU
11004295;NA;Dirk;NA;Heidenblut;NA;SPD
11004909;NA;Margit;NA;Stumpp;NA;BÜNDNIS 90/DIE GRÜNEN
11004146;NA;Patrick;NA;Schnieder;NA;CDU/CSU
11004891;NA;Thomas;NA;Seitz;NA;AfD
11004783;NA;Katharina;NA;Kloke;NA;FDP
11004835;NA;Volker;NA;Münz;NA;AfD
11004736;NA;Mariana Iris;NA;Harder-Kühnel;NA;AfD
11004774;NA;Torbjörn;NA;Kartes;NA;CDU/CSU
11003804;NA;Katja;NA;Mast;NA;SPD
11004779;NA;Michael;NA;Kießling;NA;CDU/CSU
11004831;NA;Hansjörg;NA;Müller;NA;AfD
11004622;NA;Sarah;NA;Ryglewski;NA;SPD
11004833;NA;Roman;NA;Müller-Böhm;NA;FDP
11004704;NA;Siegbert;NA;Droese;NA;AfD
11004828;NA;Alexander;NA;Müller;NA;FDP
11004805;NA;Nikolas;NA;Löbel;NA;CDU/CSU
11004654;NA;Renata;NA;Alt;NA;FDP
11004331;NA;Markus;NA;Koob;NA;CDU/CSU
11004862;NA;Martin Erwin;NA;Renner;NA;AfD
11004671;NA;Christoph;NA;Bernstiel;NA;CDU/CSU
11004155;Dr.;Patrick;NA;Sensburg;NA;CDU/CSU
11004091;NA;Ralph;NA;Lenkert;NA;DIE LINKE
11004766;NA;Hans-Jürgen;NA;Irmer;NA;CDU/CSU
11004716;NA;Daniel;NA;Föst;NA;FDP
11004756;Dr.;Bettina;NA;Hoffmann;NA;BÜNDNIS 90/DIE GRÜNEN
10000;NA;Olaf in der;NA;Beek;NA;FDP
11003213;NA;Michael;NA;Roth;Staatsminister AA;NA
11003264;NA;Klaus-Peter;NA;Willsch;NA;CDU/CSU
11004379;NA;Florian;NA;Post;NA;SPD
11004806;NA;Bernhard;NA;Loos;NA;CDU/CSU
11004651;NA;Doris;NA;Achelwilm;NA;DIE LINKE
11004346;NA;Yvonne;NA;Magwas;NA;CDU/CSU
11003830;NA;Sönke;NA;Rix;NA;SPD
11004745;NA;Markus;NA;Herbrand;NA;FDP
11003544;NA;Olav;NA;Gutting;NA;CDU/CSU
11004617;NA;Ronja;NA;Kemmer;NA;CDU/CSU
11004184;NA;Daniela;NA;Wagner;NA;BÜNDNIS 90/DIE GRÜNEN
11004045;NA;Michael;NA;Groß;NA;SPD
11004769;Dr.;Christian;NA;Jung;NA;FDP
11004927;NA;Andreas;NA;Wagner;NA;DIE LINKE
11004904;NA;Mathias;NA;Stein;NA;SPD
11004691;NA;Matthias;NA;Büttner;NA;AfD
11004645;NA;Markus;NA;Uhl;NA;CDU/CSU
11003148;NA;Gustav;NA;Herzog;NA;SPD
11004087;NA;Ulrich;NA;Lange;NA;CDU/CSU
11004409;NA;Tino;NA;Sorge;NA;CDU/CSU
11004885;Dr.;Manja;NA;Schüle;NA;SPD
11004676;Dr.;Jens;NA;Brandenburg;NA;FDP
11004041;NA;Nicole;NA;Gohlke;NA;DIE LINKE
11004901;NA;Katrin;NA;Staffler;NA;CDU/CSU
11004733;NA;Erhard;NA;Grundl;NA;BÜNDNIS 90/DIE GRÜNEN
11004829;NA;Axel;NA;Müller;NA;CDU/CSU
11004923;NA;Gerald;NA;Ullrich;NA;FDP
11004867;NA;Stefan;NA;Rouenhoff;NA;CDU/CSU
11004924;NA;Kerstin;NA;Vieregge;NA;CDU/CSU
11003758;NA;Martin;NA;Gerster;NA;SPD
11004221;NA;Beate;NA;Walter-Rosenheimer;NA;BÜNDNIS 90/DIE GRÜNEN
11004934;NA;Bettina Margarethe;NA;Wiesmann;NA;CDU/CSU
11004246;NA;Ulrike;NA;Bahr;NA;SPD
11004443;NA;Kai;NA;Whittaker;NA;CDU/CSU
11004173;NA;Kerstin;NA;Tack;NA;SPD
11004004;NA;Peter;NA;Aumer;NA;CDU/CSU
11004741;NA;Thomas;NA;Heilmann;NA;CDU/CSU
11003815;NA;Carsten;NA;Müller;NA;CDU/CSU
999990073;NA;Olaf;NA;Scholz;Bundesminister der Finanzen;NA
999990075;NA;Horst;NA;Seehofer;Bundesminister des Innern, für Bau und Heimat;NA
11004809;NA;Heiko;NA;Maas;Bundesminister des Auswärtigen;NA
11003142;NA;Hubertus;NA;Heil;Bundesminister für Arbeit und Soziales;NA
999990072;NA;Julia;NA;Klöckner;Bundesministerin für Ernährung und Landwirtschaft;NA
999990071;Dr.;Franziska;NA;Giffey;Bundesministerin für Familie, Senioren, Frauen und Jugend;NA
11003625;NA;Andreas;NA;Scheuer;Bundesminister für Verkehr und digitale Infrastruktur;NA
999990074;NA;Svenja;NA;Schulze;Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit;NA
11004323;NA;Anja;NA;Karliczek;Bundesministerin für Bildung und Forschung;NA
11002742;Dr.;Gerd;NA;Müller;Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung;NA
11003510;Dr.;Helge;NA;Braun;Bundesminister für besondere Aufgaben;NA
11004884;NA;Michael;NA;Schrodi;NA;SPD
11003800;NA;Michael;NA;Leutert;NA;DIE LINKE
11004712;Dr.;Marcus;NA;Faber;NA;FDP
11003645;NA;Michaela;NA;Noll;NA;CDU/CSU
11004341;NA;Antje;NA;Lezius;NA;CDU/CSU
11003631;NA;Uwe;NA;Schummer;NA;CDU/CSU
11004699;NA;Astrid;NA;Damerow;NA;CDU/CSU
11004424;NA;Michael;NA;Thews;NA;SPD
11004935;Dr.;Heiko;NA;Wildberg;NA;AfD
11004386;Dr.;Daniela;NA;De Ridder;NA;SPD
11004797;NA;Alexander;NA;Kulitz;NA;FDP
11004799;NA;Ulrich;NA;Lechte;NA;FDP
11004052;NA;Mechthild;NA;Heil;NA;CDU/CSU
11003888;Dr.;Wolfgang;NA;Strengmann-Kuhn;NA;BÜNDNIS 90/DIE GRÜNEN
11002019;NA;Ulla;NA;Schmidt;NA;SPD
11004054;NA;Frank;NA;Heinrich;NA;CDU/CSU
11004770;NA;Ingmar;NA;Jung;NA;CDU/CSU
11004174;Dr.;Peter;NA;Tauber;Parl. Staatssekretär  BMVg;NA
11004871;NA;Christian;NA;Sauter;NA;FDP
11004938;NA;Paul;NA;Ziemiak;NA;CDU/CSU
11004845;NA;Josef;NA;Oster;NA;CDU/CSU
11004713;NA;Yasmin;NA;Fahimi;NA;SPD
11003584;Dr.;Gesine;NA;Lötzsch;NA;DIE LINKE
11004682;NA;Sebastian;NA;Brehm;NA;CDU/CSU
11004670;NA;Melanie;NA;Bernstein;NA;CDU/CSU
11004417;NA;Sebastian;NA;Steineke;NA;CDU/CSU
11004812;Dr.;Lothar;NA;Maier;NA;AfD
11003501;NA;Veronika;NA;Bellmann;NA;CDU/CSU
11000616;NA;Hans-Joachim;NA;Fuchtel;Parl. Staatssekretär BMEL;NA
11003574;Dr.;Günter;NA;Krings;Parl. Staatssekretär  BMI;NA
11004278;NA;Matthias;NA;Gastel;NA;BÜNDNIS 90/DIE GRÜNEN
11003761;NA;Monika;NA;Grütters;Staatsministerin BK;NA
11003586;NA;Dorothee;NA;Bär;Staatsministerin BK;NA
11003742;NA;Michael;NA;Brand;NA;CDU/CSU
11004719;NA;Dietmar;NA;Friedhoff;NA;AfD
11004897;NA;Helin Evrim;NA;Sommer;NA;DIE LINKE
11003614;Dr.;Sascha;NA;Raabe;NA;SPD
11004285;NA;Fritz;NA;Güntzler;NA;CDU/CSU
11004377;NA;Sabine;NA;Poschmann;NA;SPD
11004317;NA;Frank;NA;Junge;NA;SPD
11002666;NA;Hermann;NA;Gröhe;NA;CDU/CSU
11004390;NA;Corinna;NA;Rüffer;NA;BÜNDNIS 90/DIE GRÜNEN
11003496;NA;Sören;NA;Bartol;NA;SPD
11004241;NA;Stephan;NA;Albani;NA;CDU/CSU
11004942;NA;Marja-Liisa;NA;Völlers;NA;SPD
11004869;Dr. h. c.;Thomas;NA;Sattelberger;NA;FDP
11004848;NA;Sören;NA;Pellmann;NA;DIE LINKE
11004918;Dr.;Dietlind;NA;Tiemann;NA;CDU/CSU
11003210;NA;René;NA;Röspel;NA;SPD
11004679;NA;Michel;NA;Brandt;NA;DIE LINKE
11004452;NA;Emmi;NA;Zeulner;NA;CDU/CSU
11004663;NA;Margarete;NA;Bause;NA;BÜNDNIS 90/DIE GRÜNEN
11004762;NA;Ottmar;NA;von Holtz;NA;BÜNDNIS 90/DIE GRÜNEN
11003834;NA;Frank;NA;Schäffler;NA;FDP
11004413;NA;Martina;NA;Stamm-Fibich;NA;SPD
11003597;NA;Stefan;NA;Müller;NA;CDU/CSU
11003070;NA;Marie-Luise;NA;Dött;NA;CDU/CSU
11004415;NA;Albert;NA;Stegemann;NA;CDU/CSU
11003602;Dr.;Georg;NA;Nüßlein;NA;CDU/CSU
11003792;NA;Sylvia;NA;Kotting-Uhl;NA;BÜNDNIS 90/DIE GRÜNEN
11004104;NA;Karin;NA;Maag;NA;CDU/CSU
11003620;NA;Albert;NA;Rupprecht;NA;CDU/CSU
11003167;NA;Christine;NA;Lambrecht;Parl. Staatssekretärin BMF;NA
11004877;NA;Stefan;NA;Schmidt;NA;BÜNDNIS 90/DIE GRÜNEN
11000756;Dr.;Gregor;NA;Gysi;NA;DIE LINKE
11004834;NA;Frank;NA;Müller-Rosentritt;NA;FDP
11004739;NA;Jochen;NA;Haug;NA;AfD
11004926;NA;Christoph;NA;de Vries;NA;CDU/CSU
11004711;Dr.;Michael;NA;Espendiller;NA;AfD
11003860;NA;Kai;NA;Wegner;NA;CDU/CSU
11004743;NA;Udo Theodor;NA;Hemmelgarn;NA;AfD
11004222;NA;Manfred;NA;Todtenhausen;NA;FDP
11004229;NA;Hagen;NA;Reinhold;NA;FDP
11004423;NA;Claudia;NA;Tausend;NA;SPD
11004889;NA;Torsten;NA;Schweiger;NA;CDU/CSU
11002823;NA;Ute;NA;Vogt;NA;SPD
999990006;Dr.;Hans-Peter;NA;Bartels;Wehrbeauftragter des Deutschen Bundestages;NA
11004800;NA;Jens;NA;Lehmann;NA;CDU/CSU
11004677;NA;Mario;NA;Brandenburg;NA;FDP
11004051;Dr.;Matthias;NA;Heider;NA;CDU/CSU
11004883;NA;Felix;NA;Schreiner;NA;CDU/CSU
11004059;NA;Karl;NA;Holmeier;NA;CDU/CSU
11004653;NA;Gökay;NA;Akbulut;NA;DIE LINKE
11004941;NA;Gyde;NA;Jensen;NA;FDP
11004734;NA;Thomas;NA;Hacker;NA;FDP
11004750;NA;Katja;NA;Hessel;NA;FDP
11004693;NA;Jörg;NA;Cezanne;NA;DIE LINKE
11003809;Dr.;Matthias;NA;Miersch;NA;SPD
11004878;NA;Uwe;NA;Schmidt;NA;SPD
11004760;Dr.;Bruno;NA;Hollnagel;NA;AfD
11004820;NA;Christoph;NA;Meyer;NA;FDP
11004286;NA;Christian;NA;Haase;NA;CDU/CSU
11003168;NA;Christian;NA;Lange;Parl. Staatssekretär  BMJV;NA
11003655;NA;Marco;NA;Wanderwitz;Parl. Staatssekretär  BMI;NA
11004684;Dr.;Carsten;NA;Brodesser;NA;CDU/CSU
999990050;NA;Verena;NA;Bentele;Beauftragte der Bundesregierung für die Belange von Menschen mit Behinderungen;NA
11004814;Dr.;Astrid;NA;Mannes;NA;CDU/CSU
11004776;Dr.;Achim;NA;Kessler;NA;DIE LINKE
11004841;NA;Petra;NA;Nicolaisen;NA;CDU/CSU
11004449;NA;Hubertus;NA;Zdebel;NA;DIE LINKE
11004815;NA;Till;NA;Mansmann;NA;FDP
11004737;NA;Verena;NA;Hartmann;NA;AfD
11003542;NA;Markus;NA;Grübel;NA;CDU/CSU
11003744;NA;Martin;NA;Burkert;NA;SPD
11004407;NA;Andreas;NA;Schwarz;NA;SPD
11004687;NA;Marcus;NA;Bühl;NA;AfD
11004849;NA;Victor;NA;Perli;NA;DIE LINKE
11004153;NA;Reinhold;NA;Sendker;NA;CDU/CSU
11004083;NA;Rüdiger;NA;Kruse;NA;CDU/CSU
11003152;NA;Martin;NA;Hohmann;NA;AfD
11004765;NA;Ulla;NA;Ihnen;NA;FDP
11003740;NA;Heidrun;NA;Bluhm;NA;DIE LINKE
11004686;NA;Katrin;NA;Budde;NA;SPD
11003582;NA;Patricia;NA;Lips;NA;CDU/CSU
11003068;NA;Ekin;NA;Deligöz;NA;BÜNDNIS 90/DIE GRÜNEN
11003624;NA;Axel;NA;Schäfer;NA;SPD
11004780;NA;Karsten;NA;Klein;NA;FDP
11004388;NA;Dennis;NA;Rohde;NA;SPD
11004882;NA;Eva-Maria Elisabeth;NA;Schreiber;NA;DIE LINKE
11004870;NA;Stefan;NA;Sauer;NA;CDU/CSU
11004332;NA;Carsten;NA;Körber;NA;CDU/CSU
11004281;NA;Klaus-Dieter;NA;Gröhler;NA;CDU/CSU
11004108;NA;Andreas;NA;Mattfeldt;NA;CDU/CSU
11004412;NA;Svenja;NA;Stadler;NA;SPD
11004382;NA;Kerstin;NA;Radomski;NA;CDU/CSU
11003118;NA;Axel E.;NA;Fischer;NA;CDU/CSU
11003551;NA;Michael;NA;Hennrich;NA;CDU/CSU
11004113;NA;Dietrich;NA;Monstadt;NA;CDU/CSU
11004136;NA;Josef;NA;Rief;NA;CDU/CSU
11004252;Dr.;André;NA;Berghegger;NA;CDU/CSU
11004418;NA;Johannes;NA;Steiniger;NA;CDU/CSU
11004911;NA;Jessica;NA;Tatti;NA;DIE LINKE
11004324;NA;Kerstin;NA;Kassner;NA;DIE LINKE
11003799;NA;Paul;NA;Lehrieder;NA;CDU/CSU
11003643;NA;Gero;NA;Storjohann;NA;CDU/CSU
11004337;Dr.;Katja;NA;Leikert;NA;CDU/CSU
11004655;NA;Norbert Maria;NA;Altenkamp;NA;CDU/CSU
11004292;NA;Matthias;NA;Hauer;NA;CDU/CSU
11002798;NA;Johannes;NA;Selle;NA;CDU/CSU
11004915;NA;Hans-Jürgen;NA;Thies;NA;CDU/CSU
11004120;Dr.;Martin;NA;Neumann;NA;FDP
11004854;Dr.;Christoph;NA;Ploß;NA;CDU/CSU
11004038;Dr.;Thomas;NA;Gebhart;Parl. Staatssekretär BMG;NA
11003587;NA;Caren;NA;Marks;Parl. Staatssekretärin  BMFSFJ;NA
11004700;NA;Britta Katharina;NA;Dassler;NA;FDP
11003534;NA;Eberhard;NA;Gienger;NA;CDU/CSU
11004788;NA;Jörn;NA;König;NA;AfD
11004729;NA;Eckhard;NA;Gnodtke;NA;CDU/CSU
11004903;NA;Andreas;NA;Steier;NA;CDU/CSU
999990076;NA;Andreas;NA;Geisel;Senator (Berlin);NA
11004827;NA;Andreas;NA;Mrosek;NA;AfD
11003612;NA;Florian;NA;Pronold;Parl. Staatssekretär BMU;NA
11003248;NA;Arnold;NA;Vaatz;NA;CDU/CSU
11000198;NA;Peter;NA;Bleser;NA;CDU/CSU
11004298;NA;Mark;NA;Helfrich;NA;CDU/CSU
11004168;NA;Dieter;NA;Stier;NA;CDU/CSU
11004251;NA;Sybille;NA;Benning;NA;CDU/CSU
11004782;Dr.;Marcel;NA;Klinge;NA;FDP
11004293;NA;Mark;NA;Hauptmann;NA;CDU/CSU
11004893;NA;Björn;NA;Simon;NA;CDU/CSU
11003816;NA;Detlef;NA;Müller;NA;SPD
11004131;NA;Eckhard;NA;Pols;NA;CDU/CSU
11004325;NA;Gabriele;NA;Katzmarek;NA;SPD
11004922;Dr.;Andrew;NA;Ullmann;NA;FDP
11004327;Dr.;Georg;NA;Kippels;NA;CDU/CSU
11002621;NA;Doris;NA;Barnett;NA;SPD
11004191;NA;Dagmar;NA;Ziegler;NA;SPD
11001772;Dr.;Peter;NA;Ramsauer;NA;CDU/CSU
11004416;NA;Peter;NA;Stein;NA;CDU/CSU
11003658;NA;Ingo;NA;Wellenreuther;NA;CDU/CSU
11004275;NA;Ulrich;NA;Freese;NA;SPD
11004178;NA;Markus;NA;Tressel;NA;BÜNDNIS 90/DIE GRÜNEN
11004376;NA;Detlev;NA;Pilger;NA;SPD
11004879;Dr.;Claudia;NA;Schmidtke;NA;CDU/CSU
11003890;NA;Christian;NA;Hirte;Parl. Staatssekretär BMWi;NA
999990077;NA;Martin;NA;Dulig;Staatsminister (Sachsen);NA
11004767;NA;Fabian;NA;Jacobi;NA;AfD
11003525;NA;Enak;NA;Ferlemann;Parl. Staatssekretär  BMVI;NA
11003162;NA;Anette;NA;Kramme;Parl. Staatssekretärin BMAS;NA
11002754;NA;Thomas;NA;Rachel;Parl. Staatssekretär  BMBF;NA
11004747;NA;Waldemar;NA;Herdt;NA;AfD
11004352;NA;Jan;NA;Metzler;NA;CDU/CSU
11003650;NA;Volkmar;NA;Vogel;NA;CDU/CSU
11004008;NA;Manfred;NA;Behrens;NA;CDU/CSU
11004444;NA;Dirk;NA;Wiese;NA;SPD
999990078;Dr.;Joachim;NA;Stamp;Minister (Nordrhein-Westfalen);NA
11004170;NA;Karin;NA;Strenz;NA;CDU/CSU
11004706;NA;Hartmut;NA;Ebbing;NA;FDP
11004428;NA;Oswin;NA;Veith;NA;CDU/CSU
11004855;NA;Paul Viktor;NA;Podolay;NA;AfD
11004019;NA;Heike;NA;Brehmer;NA;CDU/CSU
11003259;NA;Annette;NA;Widmann-Mauz;Staatsministerin  BK;NA
11004148;NA;Jimmy;NA;Schulz;NA;FDP
11004358;NA;Bettina;NA;Müller;NA;SPD
11004708;NA;Berengar Elsner von;NA;Gronow;NA;AfD
11004847;NA;Frank;NA;Pasemann;NA;AfD
11001278;NA;Katharina;NA;Landgraf;NA;CDU/CSU
999980200;NA;Gisela;NA;Manderla;NA;CDU/CSU
11003838;NA;Marianne;NA;Schieder;NA;SPD
11004821;NA;Corinna;NA;Miazga;NA;AfD
11004122;NA;Thomas;NA;Nord;NA;DIE LINKE
11004187;NA;Sabine;NA;Weiss;Parl. Staatssekretärin BMG;NA
11002667;NA;Manfred;NA;Grund;NA;CDU/CSU
999990079;Dr.;Volker;NA;Wissing;Staatsminister  (Rheinland-Pfalz);NA
11004348;NA;Gisela;NA;Manderla;NA;CDU/CSU
11004723;NA;Sylvia;NA;Gabelmann;NA;DIE LINKE
11003715;NA;Lars;NA;Klingbeil;NA;SPD
999990080;NA;Jürgen;NA;Dusel;Beauftragter der Bundesregierung für die Belange von Menschen mit Behinderungen;NA
11004426;NA;Carsten;NA;Träger;NA;SPD
11004947;NA;Nezahat;NA;Baradari;NA;SPD
999980202;NA;Nina;NA;Warken;NA;CDU/CSU
999990081;NA;Bodo;NA;Ramelow;Ministerpräsident  (Thüringen);NA
11003197;NA;Kersten;NA;Steinke;NA;DIE LINKE
11003512;NA;Marco;NA;Bülow;NA;fraktionslos
11003199;NA;Dietmar;NA;Nietan;NA;SPD
11004017;NA;Norbert;NA;Brackmann;NA;CDU/CSU
999990082;Dr.;Dietmar;NA;Woidke;Ministerpräsident  (Brandenburg);NA
11004946;NA;Gerhard;NA;Zickenheiner;NA;BÜNDNIS 90/DIE GRÜNEN
999990083;NA;Annegret;NA;Kramp-Karrenbauer;Bundesministerin BMVg;NA
11003231;NA;Olaf;NA;Scholz;Bundesminister BMF;NA
11003566;NA;Julia;NA;Klöckner;Bundesministerin BMEL;NA
11004949;NA;Isabel;NA;Mackensen;NA;SPD
11002140;NA;Horst;NA;Seehofer;Bundesminister BMI;NA
11004369;NA;Ingrid;NA;Pahlmann;NA;CDU/CSU
11004277;Dr.;Astrid;NA;Freudenstein;NA;CDU/CSU
11003572;NA;Michael;NA;Kretschmer;Ministerpräsident (Sachsen);NA
11004948;NA;Peter;NA;Heidt;NA;FDP
11000254;Dr.;Eberhard;NA;Brecht;NA;SPD
11004839;NA;Christoph;NA;Neumann;NA;AfD
11003031;Dr.;Hans-Peter;NA;Bartels;Wehrbeauftragter des Deutschen Bundestages;NA
11004371;NA;Markus;NA;Paschke;NA;SPD
999990090;NA;Elke;NA;Breitenbach;Senatorin (Berlin);NA
999990091;Dr.;Benjamin-Immanuel;NA;Hoff;Minister (Thüringen);NA
999990089;NA;Sandra;NA;Bubendorfer-Licht;NA;FDP
11004437;NA;Nina;NA;Warken;NA;CDU/CSU
999990093;NA;Boris;NA;Pistorius;Minister (Niedersachsen);NA
999990085;Dr.;Joe;NA;Weingarten;NA;SPD
999990094;Dr.;Reiner;NA;Haseloff;Ministerpräsident (Sachsen-Anhalt);NA
999990088;NA;Sylvia;NA;Lehmann;NA;SPD
999990095;NA;Georg;NA;Eisenreich;Staatsminister (Bayern);NA
11003023;NA;Annegret;NA;Kramp-Karrenbauer;Bundesministerin BMVg;NA
999990092;NA;Bela;NA;Bach;NA;SPD
999990096;NA;Matthias;NA;Nölke;NA;FDP
