token;sentiment
entsetzlich;-0,4770
enttäuschen;-0,0586
enttäuschend;-0,0425
enttäuscht;-0,3129
entwürdigend;-0,3132
entziehen;-0,0048
erbittert;-0,0048
erbost;-0,3293
erbrechen;-0,3308
erbärmlich;-0,4796
erdrückend;-0,0048
ergaunern;-0,0048
ergebnislos;-0,0048
erleiden;-0,3494
erliegen;-0,3296
ermahnen;-0,0048
ermorden;-0,3292
ermüden;-0,0048
erniedrigen;-0,0048
ernüchternd;-0,0048
erpressen;-0,0048
erschießen;-0,3317
erschlaffen;-0,0048
erschlagen;-0,3442
erschrecken;-0,1812
erschreckend;-0,0544
erschweren;-0,4891
erschöpfen;-0,0048
erschöpft;-0,0377
erschüttern;-0,0048
erschütternd;-0,0472
erschüttert;-0,0048
erstechen;-0,3078
ersticken;-0,3291
ertrinken;-0,0048
erwürgen;-0,0048
erzürnt;-0,3221
existenzbedrohend;-0,0048
explodieren;-0,0048
fad;-0,0048
fadenscheinig;-0,0048
fahrlässig;-0,3487
fallen;-0,2153
falsch;-0,7618
farblos;-0,0048
faschistisch;-0,4477
fatal;-0,3450
faul;-0,0350
fehlen;-0,5365
fehleranfällig;-0,0048
fehlerhaft;-0,3581
feige;-0,4649
feindlich;-0,4723
feindselig;-0,4579
fesseln;-0,0048
feuern;-0,0048
fies;-0,3050
finster;-0,0515
flach;-0,0048
flau;-0,0048
flüchtend;-0,0048
flüchtig;-0,0048
folgenschwer;-0,0048
folgewidrig;-0,0048
fragil;-0,0422
fraglich;-0,0576
fragwürdig;-0,4858
frech;-0,0048
fremd;-0,4939
fremdartig;-0,0419
freudlos;-0,0048
frivol;-0,0412
fruchtlos;-0,0048
frustrieren;-0,0372
frustrierend;-0,0048
frustriert;-0,3244
fuchsteufelswild;-0,0048
furchtbar;-0,3042
furchterregend;-0,1778
fälschen;-0,0048
fürchten;-0,3545
fürchterlich;-0,3363
gallig;-0,3005
gammelig;-0,0344
gammeln;-0,0411
gammlig;-0,0048
garstig;-0,0425
geblitzt;-0,0435
gebrechlich;-0,0048
gedankenlos;-0,0048
gedrängt;-0,0048
gefährden;-0,5006
gefährlich;-0,6366
gehandicapt;-0,0048
gehässig;-0,1821
geisteskrank;-0,0048
geistlos;-0,0048
gekränkt;-0,4530
gelähmt;-0,3308
gemein;-0,7203
genervt;-0,0237
gering;-0,6621
geringwertig;-0,0048
geschmacklos;-0,3212
gestresst;-0,3128
gewaltsam;-0,0048
gewalttätig;-0,3409
geärgert;-0,1846
giftig;-0,3378
glanzlos;-0,3133
gleichgültig;-0,3436
glücklos;-0,3147
gnadenlos;-0,6033
grau;-0,3360
grauen;-0,0048
grauenhaft;-0,1840
grauenvoll;-0,3238
grausam;-0,6250
grausig;-0,1777
grenzdebil;-0,0048
grimmig;-0,3295
grob;-0,3495
groggy;-0,0048
grotesk;-0,3318
grottenschlecht;-0,3089
grottenübel;-0,0048
gruselig;-0,0048
grässlich;-0,0395
gräßlich;-0,4529
haarig;-0,0351
haarsträubend;-0,4637
habgierig;-0,3059
halbfertig;-0,0048
happig;-0,0256
harsch;-0,0048
hart;-0,1483
hartnäckig;-0,1956
hassen;-0,0540
heftig;-0,1819
heikel;-0,0048
heillos;-0,0048
heimsuchen;-0,3228
heimtückisch;-0,3241
heimzahlen;-0,0371
hektisch;-0,0396
hemmen;-0,1953
herabsetzen;-0,3199
herausfordern;-0,0048
herrisch;-0,0426
herunter;-0,0048
heruntermachen;-0,0048
herzlos;-0,3157
heucheln;-0,0048
heuchlerisch;-0,4544
hilflos;-0,4827
hinfällig;-0,3336
hinterlistig;-0,3187
hochtrabend;-0,3086
hoffnungslos;-0,3412
hungern;-0,0565
hungrig;-0,0048
hysterisch;-0,0465
hämisch;-0,3198
hässlich;-0,4387
häßlich;-0,4387
höhnisch;-0,0525
idiotisch;-0,0048
illegal;-0,3479
illoyal;-0,0048
immobil;-0,0048
ineffizient;-0,4602
infiltrieren;-0,0048
inkompetent;-0,5935
inkonsequent;-0,1844
inkonsistent;-0,0048
inkorrekt;-0,3167
instabil;-0,3352
intervenieren;-0,0048
intolerant;-0,3215
irrational;-0,3277
irre;-0,0048
irrsinnig;-0,0048
isolieren;-0,0388
jammern;-0,0504
jähzornig;-0,3089
kacken;-0,1710
kahl;-0,0472
kalt;-0,0120
kaltherzig;-0,0048
kapitulieren;-0,0048
kaputt;-0,1513
katastrophal;-0,4917
keimig;-0,0048
kentern;-0,0048
kippen;-0,1814
klagen;-0,3565
klein;-0,2715
klobig;-0,0373
knapp;-0,2036
knurrig;-0,0048
kollabieren;-0,0048
kollidieren;-0,0048
kompliziert;-0,0384
konfrontieren;-0,0048
konkurrieren;-0,0048
kontraproduktiv;-0,6272
kontrovers;-0,3395
korrupt;-0,4615
kostenintensiv;-0,0048
kostspielig;-0,0048
krachen;-0,0048
kraftlos;-0,3338
krank;-0,4694
kranken;-0,0048
krass;-0,1603
kriechen;-0,0048
kriegerisch;-0,0048
kriminell;-0,4692
kritisch;-0,2030
kritisieren;-0,3466
krude;-0,0048
krumm;-0,0426
kränkeln;-0,0048
kränken;-0,0048
kränklich;-0,3172
kurz;-0,0048
kurzsichtig;-0,4714
kämpfen;-0,3467
kümmerlich;-0,3208
kündigen;-0,4947
kürzen;-0,3439
labil;-0,3260
laienhaft;-0,3169
lakonisch;-0,0048
langatmig;-0,0048
langsam;-0,0167
langweilen;-0,0512
langweilig;-0,0228
lasch;-0,0048
launisch;-0,0409
lebensfeindlich;-0,0048
lebensgefährlich;-0,0048
leblos;-0,0490
leer;-0,0250
leichtgläubig;-0,0048
leichtsinnig;-0,0048
leiden;-0,1596
leider;-0,4787
leistungsunfähig;-0,0048
leugnen;-0,4862
lieblos;-0,4697
liquidieren;-0,0048
loswerden;-0,0048
lächerlich;-0,6435
lädiert;-0,0366
lähmen;-0,0048
läppisch;-0,0048
lästig;-0,1751
löschen;-0,3654
lückenhaft;-0,4805
machtlos;-0,3351
mager;-0,0048
magern;-0,0048
makelhaft;-0,0048
mangelbehaftet;-0,0048
mangelhaft;-0,3395
mangeln;-0,0048
manipulieren;-0,0048
matt;-0,0048
mau;-0,1914
maßlos;-0,1965
meckern;-0,0310
meiden;-0,3320
melancholisch;-0,0048
melodramatisch;-0,0048
menschenunwürdig;-0,3144
merkwürdig;-0,0431
mies;-0,0048
miesepetrig;-0,0048
mindern;-0,0570
minderwertig;-0,6130
miserabel;-0,2004
missachten;-0,0048
mißachten;-0,0048
missbrauchen;-0,0048
mißbrauchen;-0,0048
missfallen;-0,0048
mißfallen;-0,0048
missgelaunt;-0,2970
missglücken;-0,0048
mißglücken;-0,0048
misslingen;-0,0048
mißlingen;-0,0048
missmutig;-0,3166
mißmutig;-0,3166
missraten;-0,0048
misstrauisch;-0,3333
missverstehen;-0,3202
misten;-0,1723
mittellos;-0,0048
mittelmäßig;-0,1871
monoton;-0,0533
morbid;-0,0048
morden;-0,0048
murren;-0,0496
mutlos;-0,0048
mörderisch;-0,0384
müde;-0,0048
mühsam;-0,3336
mürrisch;-0,4658
nachlassen;-0,0048
nachlässig;-0,3307
nachteilig;-0,3357
naiv;-0,0675
negativ;-0,4949
neidisch;-0,0048
nerven;-0,1374
nervenaufreibend;-0,0376
nervig;-0,0048
nervös;-0,0042
neutralisieren;-0,1892
niedergeschlagen;-0,4708
niedergleitend;-0,0048
niederschlagen;-0,1871
niederschmetternd;-0,0436
niederträchtig;-0,4500
niedrig;-0,3623
nutzlos;-0,4850
närrisch;-0,0443
nörgeln;-0,1789
nötigen;-0,0048
oberflächlich;-0,1794
ominös;-0,0048
ordnungswidrig;-0,1710
panisch;-0,0048
peinlich;-0,0048
pessimistisch;-0,3359
pflichtwidrig;-0,0048
pikiert;-0,0048
planlos;-0,1869
prekär;-0,3272
primitiv;-0,7475
problematisch;-0,3524
profan;-0,0048
protestieren;-0,0048
provisorisch;-0,0048
provozieren;-0,3369
prügeln;-0,0507
qualvoll;-0,0048
quälen;-0,1929
rabiat;-0,0402
radikal;-0,4870
rammen;-0,0048
ramponieren;-0,0048
rasend;-0,0048
rauh;-0,0286
rausgeschmissen;-0,1863
rebellisch;-0,1706
rechthaberisch;-0,0048
rechtswidrig;-0,3406
reduzieren;-0,0048
renitent;-0,0048
repetiv;-0,0048
riskant;-0,0482
riskieren;-0,3328
rosten;-0,0048
ruchlos;-0,0370
ruckeln;-0,0387
ruinös;-0,0048
ruppig;-0,0048
rutschen;-0,0048
rächen;-0,3489
rückläufig;-0,0544
rücksichtslos;-0,4754
rückständig;-0,0048
rückwärts;-0,3496
rüde;-0,0048
sabotieren;-0,0048
sauer;-0,0048
schade;-0,0048
schadhaft;-0,0048
schal;-0,0048
schamlos;-0,3332
schauerlich;-0,0048
schaurig;-0,0048
scheiden;-0,0557
scheiss;-0,1838
scheisse;-0,0226
scheiß;-0,3381
scheiße;-0,2945
schelten;-0,3143
scheusslich;-0,0048
scheußlich;-0,1834
schimmelig;-0,3040
schimmlig;-0,3040
schimpfend;-0,0048
schlaff;-0,0472
schlagen;-0,0306
schlapp;-0,0048
schlecht;-0,7706
schleppend;-0,0048
schlicht;-0,6230
schließen;-0,2110
schlimm;-0,1705
schlimmer;-0,6494
schlotterig;-0,0048
schlottern;-0,0048
schmerzen;-0,3251
schmerzerfüllt;-0,0048
schmerzhaft;-0,3182
schmerzlich;-0,0516
schmerzvoll;-0,0428
schmuggeln;-0,0048
schmutzig;-0,2984
schocken;-0,0396
schockierend;-0,1933
schonungslos;-0,4610
schrecklich;-0,0242
schrumpfen;-0,0048
schubsen;-0,1756
schuftig;-0,0048
schulden;-0,0048
schuldhaft;-0,3346
schuldig;-0,7968
schwach;-0,9206
schwer;-0,0048
schwerfällig;-0,0048
schwerwiegend;-0,0048
schwierig;-0,0245
schwinden;-0,0048
schwindlig;-0,0512
schwächen;-0,3372
schwächlich;-0,3167
schäbig;-0,0421
schädigend;-0,1779
schädigen;-0,3284
schädlich;-0,9269
schämen;-0,8930
seicht;-0,1742
seltsam;-0,0048
senken;-0,0596
sinken;-0,2064
sinnlos;-0,6331
skandalös;-0,0048
skeptisch;-0,1985
skrupellos;-0,1814
sorgen;-0,0048
sorgenschwer;-0,0048
sprengen;-0,0048
spröde;-0,0380
stagnieren;-0,0048
starr;-0,0048
statisch;-0,0048
stehlen;-0,4944
stilllegen;-0,0048
stillstehen;-0,0048
stinken;-0,1634
stocken;-0,0048
stornieren;-0,0048
stottern;-0,0435
stoßen;-0,3563
strafbar;-0,3468
streiken;-0,0440
streiten;-0,0302
streng;-0,3571
strittig;-0,3249
stumpfsinnig;-0,0048
stupide;-0,0048
stur;-0,1837
stören;-0,3330
stümperhaft;-0,0048
stürmisch;-0,0048
stürzen;-0,1975
suboptimal;-0,0048
tadeln;-0,3234
tadelnswert;-0,0048
tatenlos;-0,0048
terrorisieren;-0,0048
teuer;-0,2716
teuflisch;-0,1677
tot;-0,1683
totalitär;-0,0048
tragisch;-0,1847
trauern;-0,1945
traumatisch;-0,0048
traumatisieren;-0,0048
traurig;-0,1266
trennen;-0,5033
trist;-0,0424
trostlos;-0,0467
trottelig;-0,0048
trotten;-0,0048
trotzen;-0,0048
träge;-0,3272
trüb;-0,0048
trügerisch;-0,1874
turbulent;-0,0048
tyrannisch;-0,0048
täuschen;-0,6192
tödlich;-0,3487
töricht;-0,4710
töten;-0,5203
umgetauscht;-0,0048
umstritten;-0,0048
umständlich;-0,3487
umtauschen;-0,0048
umweltschädlich;-0,0048
unachtsam;-0,4488
unangemessen;-0,4883
unangenehm;-0,4691
unanständig;-0,0441
unattraktiv;-0,4656
unaufgefordert;-0,0048
unaufhörlich;-0,0048
unaufrichtig;-0,3091
unbarmherzig;-0,3257
unbedacht;-0,0510
unbedeutend;-0,6134
unbefriedigend;-0,3343
unbefriedigt;-0,3190
unbefugt;-0,0048
unbegründet;-0,4923
unbeliebt;-0,3266
unbequem;-0,0237
unberechtigt;-0,3393
unbestimmt;-0,3322
unbewiesen;-0,3113
unbotmäßig;-0,0048
unbrauchbar;-0,4727
undankbar;-0,3156
undemokratisch;-0,3259
undiplomatisch;-0,0048
undiszipliniert;-0,0048
undurchführbar;-0,0048
undurchsichtig;-0,3279
unehrlich;-0,3270
uneinig;-0,0048
uneinsichtig;-0,0048
unerbittlich;-0,3318
unerfreulich;-0,0453
unerhört;-0,0048
unerklärlich;-0,0048
unerlaubt;-0,0048
unerquicklich;-0,0048
unerträglich;-0,3454
unerwartet;-0,0349
unerwiesen;-0,0048
unerwünscht;-0,3413
unfair;-0,8827
unfein;-0,0048
unfreiwillig;-0,3382
unfreundlich;-0,3407
unfähig;-0,4787
ungebeten;-0,0048
ungebührlich;-0,0048
ungedeckt;-0,0048
ungeduldig;-0,0405
ungeeignet;-0,6394
ungeheuer;-0,0048
ungeheuerlich;-0,0048
ungehobelt;-0,0048
ungehorsam;-0,3176
ungeliebt;-0,4532
ungemütlich;-0,0313
ungenau;-0,4970
ungeordnet;-0,0048
ungerecht;-0,7844
ungerechtfertigt;-0,4701
ungeschickt;-0,6087
ungeschminkt;-0,0048
ungesetzlich;-0,0048
ungesund;-0,1793
ungewohnt;-0,0243
ungewollt;-0,4781
ungezogen;-0,3124
ungeübt;-0,0048
unglaubwürdig;-0,2007
ungleich;-0,0048
unglücklich;-0,3010
ungültig;-0,3485
ungünstig;-0,7670
unheilbar;-0,0048
unheilvoll;-0,0048
unhöflich;-0,0048
uninformiert;-0,0048
unklar;-0,5023
unklug;-0,4604
unkorrekt;-0,3247
unkritisch;-0,1934
unlauter;-0,0048
unliebsam;-0,0048
unlogisch;-0,4817
unmenschlich;-0,4724
unmoralisch;-0,6224
unmöglich;-0,3559
unnötig;-0,9463
unnütz;-0,6073
unpassend;-0,3261
unpersönlich;-0,0476
unpopulär;-0,0048
unpraktisch;-0,3182
unqualifiziert;-0,3153
unredlich;-0,3248
unregelmäßig;-0,0048
unrentabel;-0,0048
unruhig;-0,0551
unrühmlich;-0,0048
unsachgemäß;-0,3271
unsauber;-0,4713
unscharf;-0,3270
unschön;-0,4486
unselig;-0,0048
unseriös;-0,3373
unsicher;-0,6268
unsinnig;-0,3516
unsittlich;-0,0048
unsolidarisch;-0,0048
unsolid;-0,0048
unsozial;-0,4614
unsportlich;-0,3200
unstetig;-0,0048
unsäglich;-0,1834
untauglich;-0,5944
unten;-0,3334
unterbelichten;-0,0426
unterbrechen;-0,0048
unterdrücken;-0,4825
unterentwickelt;-0,3245
untergehen;-0,0048
untergraben;-0,0048
unterirdisch;-0,4715
unterlassen;-0,3488
unterlaufen;-0,3438
unterliegen;-0,0048
unterstellen;-0,4961
unterwerfen;-0,3393
unterwürfig;-0,0533
untragbar;-0,3247
untreu;-0,3222
untröstlich;-0,3139
unverantwortlich;-0,4889
unverantwortliche;-0,3242
unverbesserlich;-0,4363
unvereinbar;-0,0048
unverhältnismäßig;-0,0048
unverlangt;-0,0048
unvermeidlich;-0,0048
unvernünftig;-0,3252
unverständlich;-0,6347
unvollkommen;-0,4772
unvollständig;-0,4926
unvorhergesehen;-0,3141
unwahr;-0,3424
unwichtig;-0,3433
unwillig;-0,4665
unwirksam;-0,0048
unwirtlich;-0,0048
unwirtschaftlich;-0,0048
unwissend;-0,3260
unwürdig;-0,7312
unzivilisiert;-0,4413
unzufrieden;-0,3363
unzulässig;-0,3554
unzumutbar;-0,3400
unzurechnungsfähig;-0,0048
unzureichend;-0,5233
unzusammenhängend;-0,0048
unzuverlässig;-0,6120
unzüchtig;-0,0048
unübersichtlich;-0,0501
unüblich;-0,3328
vage;-0,3406
verabscheuungswürdig;-0,0048
verachten;-0,0048
veraltet;-0,5070
verarschen;-0,0048
verbannen;-0,0048
verbeulen;-0,0327
verbieten;-0,6290
verbittert;-0,4659
verblassen;-0,0048
verboten;-0,3657
verdammen;-0,6079
verdammt;-0,2925
verdecken;-0,0516
verderben;-0,0048
verderblich;-0,3131
verdorben;-0,1755
verdrießlich;-0,0048
verdrängen;-0,3468
verdunkeln;-0,0048
vereiteln;-0,0048
verfallen;-0,4849
verfassungswidrig;-0,0048
verfehlen;-0,0373
verfluchen;-0,3284
verfälschen;-0,3323
vergammelt;-0,0048
vergeblich;-0,0048
vergelten;-0,0048
vergeuden;-0,1836
vergewaltigen;-0,0048
verharmlosen;-0,0490
verhasst;-0,0048
verheeren;-0,0048
verheerend;-0,4780
verherrlichen;-0,0048
verhängnisvoll;-0,3330
verhöhnen;-0,0048
verirren;-0,0498
verkehrswidrig;-0,0048
verkleinern;-0,0048
verkrüppeln;-0,0048
verlangsamen;-0,0048
verletzbar;-0,0048
verletzen;-0,3615
verletzlich;-0,0487
verletzt;-0,5202
verleumden;-0,4473
verlieren;-0,3930
verlogen;-0,3355
vermeiden;-0,5265
vermindern;-0,0048
vernichten;-0,4902
vernichtend;-0,0048
verraten;-0,2087
verringern;-0,3537
verrucht;-0,1714
verräterisch;-0,3110
verrückt;-0,0337
verschimmelt;-0,0048
verschlechtern;-0,0048
verschleppen;-0,0048
verschleudern;-0,0048
verschlingen;-0,0048
verschmutzen;-0,0048
verschwenden;-0,0494
verschwenderisch;-0,0048
verschwinden;-0,3588
versenken;-0,0048
versklaven;-0,3142
versklavt;-0,0048
verspielen;-0,0048
verspätet;-0,4819
verstimmen;-0,0048
verstopfen;-0,0048
verstoßen;-0,3521
verstricken;-0,0048
vertreiben;-0,3684
verurteilen;-0,7700
verwelken;-0,0048
verwerflich;-0,7418
verwickeln;-0,0048
verwirren;-0,0474
verworren;-0,0048
verwunden;-0,3186
verwüsten;-0,0048
verzerren;-0,0048
verzichten;-0,0048
verzweifeln;-0,0048
verzweifelt;-0,1947
verzwickt;-0,0403
verzögern;-0,3409
verächtlich;-0,3245
verängstigen;-0,0560
verärgern;-0,1825
volltrunken;-0,0048
vorhersehbar;-0,3414
vorwerfen;-0,3254
vorzeitig;-0,3462
vulgär;-0,3122
wackelig;-0,0048
wackeln;-0,0048
wahnsinnig;-0,0048
wankelmütig;-0,0048
wegfallen;-0,0048
weglassen;-0,3362
wehklagend;-0,0048
weinen;-0,1651
welken;-0,0531
wertlos;-0,6264
wettbewerbswidrig;-0,0048
wichtigtun;-0,0048
widerlegen;-0,3452
widernatürlich;-0,3064
widerrufen;-0,0048
widersinnig;-0,3266
widerspenstig;-0,1789
widersprechen;-0,3540
widersprüchlich;-0,2043
widerwärtig;-0,0048
widrig;-0,0048
willkürlich;-0,3481
wirkungslos;-0,0048
wirr;-0,1841
wutentbrannt;-0,3138
wutschäumend;-0,0048
würgen;-0,0048
wüten;-0,0048
wütend;-0,3233
zahlungsunfähig;-0,0048
zappeln;-0,0048
zaudern;-0,0048
zensieren;-0,3150
zerbrechen;-0,0522
zerfressen;-0,0048
zerren;-0,0048
zerrissen;-0,4776
zerschlagen;-0,0048
zerschmettern;-0,0048
zerschunden;-0,0048
zersetzen;-0,0048
zersetzend;-0,0048
zerstreuen;-0,0048
zerstören;-0,5131
zerstörerisch;-0,4715
zerstört;-0,5030
ziellos;-0,3305
zittern;-0,0048
zornig;-0,1853
zurückbleiben;-0,1831
zurückgeben;-0,0619
zurückgegeben;-0,3502
zurückgehen;-0,0048
zurückgeschickt;-0,3377
zurückhalten;-0,0048
zurückschicken;-0,3310
zusammenbrechen;-0,3317
zusammenhanglos;-0,0048
zusammenrechen;-0,0048
zusammenschlagen;-0,0395
zusammenstoßen;-0,0048
zwecklos;-0,0048
zweideutig;-0,3174
zweifelhaft;-0,3455
zweifeln;-0,1935
zweitklassig;-0,1725
zwiespältig;-0,0048
zwieträchtig;-0,0048
zwingen;-0,4975
zögern;-0,0048
züchtigen;-0,0048
ärger;-0,3465
ärgernis;-0,3357
übel;-0,4895
überfüllung;-0,0048
übergewicht;-0,2011
überhöhung;-0,0048
überlastung;-0,0048
übermaß;-0,3337
überschreitung;-0,0048
überschuß;-0,1924
überschwemmung;-0,0048
übertreibung;-0,0424
ängstigen;-0,3193
ängstlich;-0,4735
ärgerlich;-0,3111
ärgern;-0,0048
öde;-0,4570
übellaunig;-0,0048
überfallen;-0,3457
überfluten;-0,0048
überflüssig;-0,5154
übergewichtig;-0,3215
überhöhen;-0,0048
überlasten;-0,3413
übermäßig;-0,1844
überschreiten;-0,0048
überschwemmen;-0,0048
übersehen;-0,5128
übertreiben;-0,0372
übertreten;-0,3290
übertrieben;-0,3203
überwältigen;-0,0048
